reseller_id,reseller_name,phone,city,state,tier,join_date,reseller_status
531,Reseller_0531,+917387820537,Pune,Maharashtra,Tier 1,2023-02-21 12:00:00,Active
532,Reseller_0532,+918651339677,Vijayawada,Andhra Pradesh,Tier 3,2023-02-22 00:00:00,Active
533,Reseller_0533,+917176191212,Ludhiana,Punjab,Tier 2,2023-02-22 12:00:00,Churned
534,Reseller_0534,+919799620568,Agra,Uttar Pradesh,Tier 2,2023-02-23 00:00:00,Inactive
535,Reseller_0535,+919042811108,Agra,Uttar Pradesh,Tier 2,2023-02-23 12:00:00,Inactive
536,Reseller_0536,+918934982045,Jaipur,Rajasthan,Tier 2,2023-02-24 00:00:00,Inactive
537,Reseller_0537,+918475054001,Pune,Maharashtra,Tier 1,2023-02-24 12:00:00,Active
538,Reseller_0538,+919167021467,Rajkot,Gujarat,Tier 3,2023-02-25 00:00:00,Inactive
539,Reseller_0539,+918064051191,Meerut,Uttar Pradesh,Tier 3,2023-02-25 12:00:00,Active
540,Reseller_0540,+919250857309,Jabalpur,Madhya Pradesh,Tier 3,2023-02-26 00:00:00,Active
541,Reseller_0541,+918562929828,Indore,Madhya Pradesh,Tier 2,2023-02-26 12:00:00,Active
542,Reseller_0542,+918663941470,Patna,Bihar,Tier 2,2023-02-27 00:00:00,Active
543,Reseller_0543,+919915843503,Nagpur,Maharashtra,Tier 2,2023-02-27 12:00:00,Inactive
544,Reseller_0544,+919780155330,Kochi,Kerala,Tier 2,2023-02-28 00:00:00,Active
545,Reseller_0545,+917405899939,Nagpur,Maharashtra,Tier 2,2023-02-28 12:00:00,Active
546,Reseller_0546,+918220401982,Vadodara,Gujarat,Tier 2,2023-03-01 00:00:00,Active
547,Reseller_0547,+919588580274,Kochi,Kerala,Tier 2,2023-03-01 12:00:00,Active
548,Reseller_0548,+917350048353,Ranchi,Jharkhand,Tier 3,2023-03-02 00:00:00,Inactive
549,Reseller_0549,+918502468844,Indore,Madhya Pradesh,Tier 2,2023-03-02 12:00:00,Active
550,Reseller_0550,+919999948589,Kochi,Kerala,Tier 2,2023-03-03 00:00:00,Inactive
551,Reseller_0551,+919555682594,Varanasi,Uttar Pradesh,Tier 3,2023-03-03 12:00:00,Active
552,Reseller_0552,+918329644079,Rajkot,Gujarat,Tier 3,2023-03-04 00:00:00,Inactive
553,Reseller_0553,+918410796055,Kochi,Kerala,Tier 2,2023-03-04 12:00:00,Inactive
554,Reseller_0554,+919943832590,Raipur,Chhattisgarh,Tier 3,2023-03-05 00:00:00,Active
555,Reseller_0555,+919774655465,Rajkot,Gujarat,Tier 3,2023-03-05 12:00:00,Inactive
556,Reseller_0556,+918554039848,Vijayawada,Andhra Pradesh,Tier 3,2023-03-06 00:00:00,Active
557,Reseller_0557,+917774223342,Bangalore,Karnataka,Tier 1,2023-03-06 12:00:00,Active
558,Reseller_0558,+919088517710,Ranchi,Jharkhand,Tier 3,2023-03-07 00:00:00,Churned
559,Reseller_0559,+917665484476,Indore,Madhya Pradesh,Tier 2,2023-03-07 12:00:00,Active
560,Reseller_0560,+917434396266,Pune,Maharashtra,Tier 1,2023-03-08 00:00:00,Active
561,Reseller_0561,+919261436148,Ludhiana,Punjab,Tier 2,2023-03-08 12:00:00,Inactive
562,Reseller_0562,+919654424954,Bangalore,Karnataka,Tier 1,2023-03-09 00:00:00,Active
563,Reseller_0563,+917662510569,Hyderabad,Telangana,Tier 1,2023-03-09 12:00:00,Inactive
564,Reseller_0564,+919683239935,Visakhapatnam,Andhra Pradesh,Tier 2,2023-03-10 00:00:00,Active
565,Reseller_0565,+918879792991,Varanasi,Uttar Pradesh,Tier 3,2023-03-10 12:00:00,Churned
566,Reseller_0566,+919904956613,Bangalore,Karnataka,Tier 1,2023-03-11 00:00:00,Inactive
567,Reseller_0567,+919622487366,Jabalpur,Madhya Pradesh,Tier 3,2023-03-11 12:00:00,Inactive
568,Reseller_0568,+918928130926,Visakhapatnam,Andhra Pradesh,Tier 2,2023-03-12 00:00:00,Churned
569,Reseller_0569,+918329154472,Bhopal,Madhya Pradesh,Tier 2,2023-03-12 12:00:00,Active
570,Reseller_0570,+917833293142,Jabalpur,Madhya Pradesh,Tier 3,2023-03-13 00:00:00,Churned
571,Reseller_0571,+918892351448,Agra,Uttar Pradesh,Tier 2,2023-03-13 12:00:00,Active
572,Reseller_0572,+918640129626,Patna,Bihar,Tier 2,2023-03-14 00:00:00,Active
573,Reseller_0573,+917696034559,Vadodara,Gujarat,Tier 2,2023-03-14 12:00:00,Active
574,Reseller_0574,+917594417160,Jodhpur,Rajasthan,Tier 3,2023-03-15 00:00:00,Active
575,Reseller_0575,+919753842979,Meerut,Uttar Pradesh,Tier 3,2023-03-15 12:00:00,Active
576,Reseller_0576,+919381734362,Nagpur,Maharashtra,Tier 2,2023-03-16 00:00:00,Inactive
577,Reseller_0577,+919215813941,Mysore,Karnataka,Tier 3,2023-03-16 12:00:00,Inactive
578,Reseller_0578,+917360240905,Allahabad,Uttar Pradesh,Tier 3,2023-03-17 00:00:00,Churned
579,Reseller_0579,+918929811336,Allahabad,Uttar Pradesh,Tier 3,2023-03-17 12:00:00,Active
580,Reseller_0580,+918878930355,Varanasi,Uttar Pradesh,Tier 3,2023-03-18 00:00:00,Inactive
581,Reseller_0581,+918937579958,Delhi,Delhi,Tier 1,2023-03-18 12:00:00,Active
582,Reseller_0582,+918781968664,Meerut,Uttar Pradesh,Tier 3,2023-03-19 00:00:00,Active
583,Reseller_0583,+918606152369,Chennai,Tamil Nadu,Tier 1,2023-03-19 12:00:00,Active
584,Reseller_0584,+918610237679,Lucknow,Uttar Pradesh,Tier 2,2023-03-20 00:00:00,Active
585,Reseller_0585,+917425558776,Nagpur,Maharashtra,Tier 2,2023-03-20 12:00:00,Inactive
586,Reseller_0586,+918440061103,Raipur,Chhattisgarh,Tier 3,2023-03-21 00:00:00,Inactive
587,Reseller_0587,+917164510971,Varanasi,Uttar Pradesh,Tier 3,2023-03-21 12:00:00,Active
588,Reseller_0588,+919989606411,Coimbatore,Tamil Nadu,Tier 2,2023-03-22 00:00:00,Active
589,Reseller_0589,+919014812671,Mysore,Karnataka,Tier 3,2023-03-22 12:00:00,Active
590,Reseller_0590,+917340272119,Jaipur,Rajasthan,Tier 2,2023-03-23 00:00:00,Active
591,Reseller_0591,+917642181881,Delhi,Delhi,Tier 1,2023-03-23 12:00:00,Churned
592,Reseller_0592,+919615120114,Visakhapatnam,Andhra Pradesh,Tier 2,2023-03-24 00:00:00,Active
593,Reseller_0593,+918237386857,Lucknow,Uttar Pradesh,Tier 2,2023-03-24 12:00:00,Active
594,Reseller_0594,+917205082311,Lucknow,Uttar Pradesh,Tier 2,2023-03-25 00:00:00,Active
595,Reseller_0595,+919674951016,Kochi,Kerala,Tier 2,2023-03-25 12:00:00,Inactive
596,Reseller_0596,+919146750150,Lucknow,Uttar Pradesh,Tier 2,2023-03-26 00:00:00,Churned
597,Reseller_0597,+919714225802,Jaipur,Rajasthan,Tier 2,2023-03-26 12:00:00,Inactive
598,Reseller_0598,+917616657849,Bhopal,Madhya Pradesh,Tier 2,2023-03-27 00:00:00,Inactive
599,Reseller_0599,+919640587058,Jaipur,Rajasthan,Tier 2,2023-03-27 12:00:00,Active
600,Reseller_0600,+918789144223,Agra,Uttar Pradesh,Tier 2,2023-03-28 00:00:00,Active
601,Reseller_0601,+917367709135,Kochi,Kerala,Tier 2,2023-03-28 12:00:00,Churned
602,Reseller_0602,+917290680473,Nagpur,Maharashtra,Tier 2,2023-03-29 00:00:00,Inactive
603,Reseller_0603,+919178955870,Vijayawada,Andhra Pradesh,Tier 3,2023-03-29 12:00:00,Inactive
604,Reseller_0604,+919380064537,Vijayawada,Andhra Pradesh,Tier 3,2023-03-30 00:00:00,Inactive
605,Reseller_0605,+919019214800,Pune,Maharashtra,Tier 1,2023-03-30 12:00:00,Inactive
606,Reseller_0606,+918603321558,Hyderabad,Telangana,Tier 1,2023-03-31 00:00:00,Inactive
607,Reseller_0607,+918533706498,Jaipur,Rajasthan,Tier 2,2023-03-31 12:00:00,Churned
608,Reseller_0608,+918035627944,Ranchi,Jharkhand,Tier 3,2023-04-01 00:00:00,Churned
609,Reseller_0609,+917445232926,Raipur,Chhattisgarh,Tier 3,2023-04-01 12:00:00,Inactive
610,Reseller_0610,+918428156550,Mysore,Karnataka,Tier 3,2023-04-02 00:00:00,Inactive
611,Reseller_0611,+919345111169,Bangalore,Karnataka,Tier 1,2023-04-02 12:00:00,Active
612,Reseller_0612,+917752002052,Kochi,Kerala,Tier 2,2023-04-03 00:00:00,Inactive
613,Reseller_0613,+918995540139,Raipur,Chhattisgarh,Tier 3,2023-04-03 12:00:00,Active
614,Reseller_0614,+919713284816,Jabalpur,Madhya Pradesh,Tier 3,2023-04-04 00:00:00,Inactive
615,Reseller_0615,+917271014739,Indore,Madhya Pradesh,Tier 2,2023-04-04 12:00:00,Churned
616,Reseller_0616,+917158844179,Jabalpur,Madhya Pradesh,Tier 3,2023-04-05 00:00:00,Inactive
617,Reseller_0617,+917856716405,Jaipur,Rajasthan,Tier 2,2023-04-05 12:00:00,Active
618,Reseller_0618,+918331765783,Ranchi,Jharkhand,Tier 3,2023-04-06 00:00:00,Active
619,Reseller_0619,+919033236512,Ludhiana,Punjab,Tier 2,2023-04-06 12:00:00,Active
620,Reseller_0620,+917820782998,Kochi,Kerala,Tier 2,2023-04-07 00:00:00,Inactive
621,Reseller_0621,+919816344780,Jaipur,Rajasthan,Tier 2,2023-04-07 12:00:00,Active
622,Reseller_0622,+918580630311,Lucknow,Uttar Pradesh,Tier 2,2023-04-08 00:00:00,Active
623,Reseller_0623,+918888654461,Vadodara,Gujarat,Tier 2,2023-04-08 12:00:00,Active
624,Reseller_0624,+918456151216,Gwalior,Madhya Pradesh,Tier 3,2023-04-09 00:00:00,Inactive
625,Reseller_0625,+919972411520,Jabalpur,Madhya Pradesh,Tier 3,2023-04-09 12:00:00,Inactive
626,Reseller_0626,+918145556651,Ludhiana,Punjab,Tier 2,2023-04-10 00:00:00,Active
627,Reseller_0627,+918823212172,Mysore,Karnataka,Tier 3,2023-04-10 12:00:00,Active
628,Reseller_0628,+917775054695,Chennai,Tamil Nadu,Tier 1,2023-04-11 00:00:00,Active
629,Reseller_0629,+917440654676,Nagpur,Maharashtra,Tier 2,2023-04-11 12:00:00,Inactive
630,Reseller_0630,+918269763934,Kolkata,West Bengal,Tier 1,2023-04-12 00:00:00,Inactive
631,Reseller_0631,+918830154607,Agra,Uttar Pradesh,Tier 2,2023-04-12 12:00:00,Active
632,Reseller_0632,+918509882812,Coimbatore,Tamil Nadu,Tier 2,2023-04-13 00:00:00,Inactive
633,Reseller_0633,+918514230707,Visakhapatnam,Andhra Pradesh,Tier 2,2023-04-13 12:00:00,Active
634,Reseller_0634,+918179206294,Gwalior,Madhya Pradesh,Tier 3,2023-04-14 00:00:00,Churned
635,Reseller_0635,+917322299355,Meerut,Uttar Pradesh,Tier 3,2023-04-14 12:00:00,Active
636,Reseller_0636,+918560409439,Gwalior,Madhya Pradesh,Tier 3,2023-04-15 00:00:00,Active
637,Reseller_0637,+919918046336,Visakhapatnam,Andhra Pradesh,Tier 2,2023-04-15 12:00:00,Active
638,Reseller_0638,+917613233132,Jaipur,Rajasthan,Tier 2,2023-04-16 00:00:00,Inactive
639,Reseller_0639,+918881937953,Raipur,Chhattisgarh,Tier 3,2023-04-16 12:00:00,Inactive
640,Reseller_0640,+918013592436,Mumbai,Maharashtra,Tier 1,2023-04-17 00:00:00,Active
641,Reseller_0641,+918555424924,Ranchi,Jharkhand,Tier 3,2023-04-17 12:00:00,Inactive
642,Reseller_0642,+917139093888,Agra,Uttar Pradesh,Tier 2,2023-04-18 00:00:00,Inactive
643,Reseller_0643,+918932402710,Raipur,Chhattisgarh,Tier 3,2023-04-18 12:00:00,Active
644,Reseller_0644,+918906704716,Ranchi,Jharkhand,Tier 3,2023-04-19 00:00:00,Active
645,Reseller_0645,+917591395970,Jodhpur,Rajasthan,Tier 3,2023-04-19 12:00:00,Churned
646,Reseller_0646,+918350275186,Vadodara,Gujarat,Tier 2,2023-04-20 00:00:00,Active
647,Reseller_0647,+917487258103,Amritsar,Punjab,Tier 3,2023-04-20 12:00:00,Active
648,Reseller_0648,+919143377496,Delhi,Delhi,Tier 1,2023-04-21 00:00:00,Churned
649,Reseller_0649,+917505779640,Ludhiana,Punjab,Tier 2,2023-04-21 12:00:00,Active
650,Reseller_0650,+918916728422,Patna,Bihar,Tier 2,2023-04-22 00:00:00,Active
651,Reseller_0651,+918226543337,Agra,Uttar Pradesh,Tier 2,2023-04-22 12:00:00,Active
652,Reseller_0652,+917859759428,Jabalpur,Madhya Pradesh,Tier 3,2023-04-23 00:00:00,Churned
653,Reseller_0653,+917318051098,Pune,Maharashtra,Tier 1,2023-04-23 12:00:00,Active
654,Reseller_0654,+918911737999,Visakhapatnam,Andhra Pradesh,Tier 2,2023-04-24 00:00:00,Active
655,Reseller_0655,+918372619017,Raipur,Chhattisgarh,Tier 3,2023-04-24 12:00:00,Active
656,Reseller_0656,+917278911214,Mysore,Karnataka,Tier 3,2023-04-25 00:00:00,Active
657,Reseller_0657,+918288304114,Patna,Bihar,Tier 2,2023-04-25 12:00:00,Active
658,Reseller_0658,+919738900744,Mysore,Karnataka,Tier 3,2023-04-26 00:00:00,Active
659,Reseller_0659,+919185089287,Nagpur,Maharashtra,Tier 2,2023-04-26 12:00:00,Inactive
660,Reseller_0660,+917596471620,Bhopal,Madhya Pradesh,Tier 2,2023-04-27 00:00:00,Active
661,Reseller_0661,+917112889043,Coimbatore,Tamil Nadu,Tier 2,2023-04-27 12:00:00,Active
662,Reseller_0662,+918584461407,Agra,Uttar Pradesh,Tier 2,2023-04-28 00:00:00,Active
663,Reseller_0663,+917557363168,Ludhiana,Punjab,Tier 2,2023-04-28 12:00:00,Active
664,Reseller_0664,+917282385977,Rajkot,Gujarat,Tier 3,2023-04-29 00:00:00,Active
665,Reseller_0665,+919055850987,Visakhapatnam,Andhra Pradesh,Tier 2,2023-04-29 12:00:00,Inactive
666,Reseller_0666,+919469178881,Vadodara,Gujarat,Tier 2,2023-04-30 00:00:00,Active
667,Reseller_0667,+919758823240,Bangalore,Karnataka,Tier 1,2023-04-30 12:00:00,Active
668,Reseller_0668,+919921045865,Hyderabad,Telangana,Tier 1,2023-05-01 00:00:00,Active
669,Reseller_0669,+919367830246,Indore,Madhya Pradesh,Tier 2,2023-05-01 12:00:00,Churned
670,Reseller_0670,+917554192345,Varanasi,Uttar Pradesh,Tier 3,2023-05-02 00:00:00,Inactive
671,Reseller_0671,+917533267960,Jaipur,Rajasthan,Tier 2,2023-05-02 12:00:00,Inactive
672,Reseller_0672,+917707196784,Patna,Bihar,Tier 2,2023-05-03 00:00:00,Active
673,Reseller_0673,+917968387506,Visakhapatnam,Andhra Pradesh,Tier 2,2023-05-03 12:00:00,Churned
674,Reseller_0674,+918219978197,Ludhiana,Punjab,Tier 2,2023-05-04 00:00:00,Active
675,Reseller_0675,+917843110305,Allahabad,Uttar Pradesh,Tier 3,2023-05-04 12:00:00,Active
676,Reseller_0676,+918178758213,Vijayawada,Andhra Pradesh,Tier 3,2023-05-05 00:00:00,Active
677,Reseller_0677,+919638949369,Bangalore,Karnataka,Tier 1,2023-05-05 12:00:00,Active
678,Reseller_0678,+919753020051,Ludhiana,Punjab,Tier 2,2023-05-06 00:00:00,Churned
679,Reseller_0679,+917662259333,Agra,Uttar Pradesh,Tier 2,2023-05-06 12:00:00,Inactive
680,Reseller_0680,+919599051823,Agra,Uttar Pradesh,Tier 2,2023-05-07 00:00:00,Active
681,Reseller_0681,+917176928180,Agra,Uttar Pradesh,Tier 2,2023-05-07 12:00:00,Inactive
682,Reseller_0682,+917348849508,Meerut,Uttar Pradesh,Tier 3,2023-05-08 00:00:00,Churned
683,Reseller_0683,+919477213586,Kolkata,West Bengal,Tier 1,2023-05-08 12:00:00,Churned
684,Reseller_0684,+919457310580,Bhopal,Madhya Pradesh,Tier 2,2023-05-09 00:00:00,Inactive
685,Reseller_0685,+917130076950,Kochi,Kerala,Tier 2,2023-05-09 12:00:00,Churned
686,Reseller_0686,+919343237444,Kochi,Kerala,Tier 2,2023-05-10 00:00:00,Churned
687,Reseller_0687,+919074232200,Patna,Bihar,Tier 2,2023-05-10 12:00:00,Inactive
688,Reseller_0688,+918744154114,Kochi,Kerala,Tier 2,2023-05-11 00:00:00,Active
689,Reseller_0689,+919957572769,Lucknow,Uttar Pradesh,Tier 2,2023-05-11 12:00:00,Active
690,Reseller_0690,+918785081806,Hyderabad,Telangana,Tier 1,2023-05-12 00:00:00,Inactive
691,Reseller_0691,+918461115950,Bhopal,Madhya Pradesh,Tier 2,2023-05-12 12:00:00,Active
692,Reseller_0692,+918371453454,Ranchi,Jharkhand,Tier 3,2023-05-13 00:00:00,Inactive
693,Reseller_0693,+918712474804,Ranchi,Jharkhand,Tier 3,2023-05-13 12:00:00,Active
694,Reseller_0694,+919211822827,Bangalore,Karnataka,Tier 1,2023-05-14 00:00:00,Active
695,Reseller_0695,+918038256217,Nagpur,Maharashtra,Tier 2,2023-05-14 12:00:00,Active
696,Reseller_0696,+918931000173,Patna,Bihar,Tier 2,2023-05-15 00:00:00,Active
697,Reseller_0697,+917217348079,Lucknow,Uttar Pradesh,Tier 2,2023-05-15 12:00:00,Churned
698,Reseller_0698,+919643025991,Vadodara,Gujarat,Tier 2,2023-05-16 00:00:00,Inactive
699,Reseller_0699,+918406326125,Indore,Madhya Pradesh,Tier 2,2023-05-16 12:00:00,Inactive
700,Reseller_0700,+918343100352,Mysore,Karnataka,Tier 3,2023-05-17 00:00:00,Inactive
701,Reseller_0701,+919140034179,Indore,Madhya Pradesh,Tier 2,2023-05-17 12:00:00,Active
702,Reseller_0702,+919142156616,Jabalpur,Madhya Pradesh,Tier 3,2023-05-18 00:00:00,Active
703,Reseller_0703,+917099541460,Jabalpur,Madhya Pradesh,Tier 3,2023-05-18 12:00:00,Inactive
704,Reseller_0704,+919170867436,Hyderabad,Telangana,Tier 1,2023-05-19 00:00:00,Active
705,Reseller_0705,+917924038246,Bhopal,Madhya Pradesh,Tier 2,2023-05-19 12:00:00,Active
706,Reseller_0706,+917217069388,Jaipur,Rajasthan,Tier 2,2023-05-20 00:00:00,Active
707,Reseller_0707,+919810025457,Agra,Uttar Pradesh,Tier 2,2023-05-20 12:00:00,Active
708,Reseller_0708,+919305069227,Allahabad,Uttar Pradesh,Tier 3,2023-05-21 00:00:00,Churned
709,Reseller_0709,+918850820685,Mumbai,Maharashtra,Tier 1,2023-05-21 12:00:00,Churned
710,Reseller_0710,+918571002995,Bangalore,Karnataka,Tier 1,2023-05-22 00:00:00,Active
711,Reseller_0711,+917194314620,Ranchi,Jharkhand,Tier 3,2023-05-22 12:00:00,Inactive
712,Reseller_0712,+919412985084,Agra,Uttar Pradesh,Tier 2,2023-05-23 00:00:00,Inactive
713,Reseller_0713,+918239534867,Ludhiana,Punjab,Tier 2,2023-05-23 12:00:00,Active
714,Reseller_0714,+918934257315,Chennai,Tamil Nadu,Tier 1,2023-05-24 00:00:00,Churned
715,Reseller_0715,+919676802207,Allahabad,Uttar Pradesh,Tier 3,2023-05-24 12:00:00,Churned
716,Reseller_0716,+917552605034,Rajkot,Gujarat,Tier 3,2023-05-25 00:00:00,Active
717,Reseller_0717,+918602874642,Gwalior,Madhya Pradesh,Tier 3,2023-05-25 12:00:00,Active
718,Reseller_0718,+919395869480,Ranchi,Jharkhand,Tier 3,2023-05-26 00:00:00,Active
719,Reseller_0719,+917854947088,Varanasi,Uttar Pradesh,Tier 3,2023-05-26 12:00:00,Active
720,Reseller_0720,+919147818256,Gwalior,Madhya Pradesh,Tier 3,2023-05-27 00:00:00,Active
721,Reseller_0721,+917588566728,Mumbai,Maharashtra,Tier 1,2023-05-27 12:00:00,Churned
722,Reseller_0722,+919230517007,Jabalpur,Madhya Pradesh,Tier 3,2023-05-28 00:00:00,Active
723,Reseller_0723,+919214080278,Agra,Uttar Pradesh,Tier 2,2023-05-28 12:00:00,Active
724,Reseller_0724,+918368076065,Chennai,Tamil Nadu,Tier 1,2023-05-29 00:00:00,Churned
725,Reseller_0725,+918285201700,Agra,Uttar Pradesh,Tier 2,2023-05-29 12:00:00,Inactive
726,Reseller_0726,+919189205388,Ludhiana,Punjab,Tier 2,2023-05-30 00:00:00,Active
727,Reseller_0727,+919417741295,Visakhapatnam,Andhra Pradesh,Tier 2,2023-05-30 12:00:00,Active
728,Reseller_0728,+918582084743,Jaipur,Rajasthan,Tier 2,2023-05-31 00:00:00,Active
729,Reseller_0729,+918789026838,Lucknow,Uttar Pradesh,Tier 2,2023-05-31 12:00:00,Inactive
730,Reseller_0730,+919955124970,Visakhapatnam,Andhra Pradesh,Tier 2,2023-06-01 00:00:00,Active
731,Reseller_0731,+919038349447,Jodhpur,Rajasthan,Tier 3,2023-06-01 12:00:00,Active
732,Reseller_0732,+919484528348,Kochi,Kerala,Tier 2,2023-06-02 00:00:00,Churned
733,Reseller_0733,+917220568746,Visakhapatnam,Andhra Pradesh,Tier 2,2023-06-02 12:00:00,Active
734,Reseller_0734,+919251560728,Indore,Madhya Pradesh,Tier 2,2023-06-03 00:00:00,Churned
735,Reseller_0735,+918632905061,Jodhpur,Rajasthan,Tier 3,2023-06-03 12:00:00,Churned
736,Reseller_0736,+918040226318,Kolkata,West Bengal,Tier 1,2023-06-04 00:00:00,Active
737,Reseller_0737,+917471997674,Kolkata,West Bengal,Tier 1,2023-06-04 12:00:00,Churned
738,Reseller_0738,+918347298951,Coimbatore,Tamil Nadu,Tier 2,2023-06-05 00:00:00,Active
739,Reseller_0739,+919965676060,Vadodara,Gujarat,Tier 2,2023-06-05 12:00:00,Churned
740,Reseller_0740,+919626278260,Ludhiana,Punjab,Tier 2,2023-06-06 00:00:00,Inactive
741,Reseller_0741,+917267496095,Mysore,Karnataka,Tier 3,2023-06-06 12:00:00,Inactive
742,Reseller_0742,+917890525840,Vijayawada,Andhra Pradesh,Tier 3,2023-06-07 00:00:00,Active
743,Reseller_0743,+919054587733,Kochi,Kerala,Tier 2,2023-06-07 12:00:00,Churned
744,Reseller_0744,+917743812855,Nagpur,Maharashtra,Tier 2,2023-06-08 00:00:00,Inactive
745,Reseller_0745,+918470283342,Ludhiana,Punjab,Tier 2,2023-06-08 12:00:00,Active
746,Reseller_0746,+919923781318,Kochi,Kerala,Tier 2,2023-06-09 00:00:00,Churned
747,Reseller_0747,+918135426914,Mysore,Karnataka,Tier 3,2023-06-09 12:00:00,Active
748,Reseller_0748,+918058791632,Amritsar,Punjab,Tier 3,2023-06-10 00:00:00,Active
749,Reseller_0749,+917965796553,Patna,Bihar,Tier 2,2023-06-10 12:00:00,Active
750,Reseller_0750,+918241263320,Allahabad,Uttar Pradesh,Tier 3,2023-06-11 00:00:00,Active
751,Reseller_0751,+919100252248,Mysore,Karnataka,Tier 3,2023-06-11 12:00:00,Active
752,Reseller_0752,+919407275865,Nagpur,Maharashtra,Tier 2,2023-06-12 00:00:00,Churned
753,Reseller_0753,+918174491176,Mysore,Karnataka,Tier 3,2023-06-12 12:00:00,Active
754,Reseller_0754,+919906070430,Agra,Uttar Pradesh,Tier 2,2023-06-13 00:00:00,Inactive
755,Reseller_0755,+918482342139,Vadodara,Gujarat,Tier 2,2023-06-13 12:00:00,Active
756,Reseller_0756,+918247484671,Varanasi,Uttar Pradesh,Tier 3,2023-06-14 00:00:00,Churned
757,Reseller_0757,+917339428835,Kolkata,West Bengal,Tier 1,2023-06-14 12:00:00,Churned
758,Reseller_0758,+919817378520,Coimbatore,Tamil Nadu,Tier 2,2023-06-15 00:00:00,Active
759,Reseller_0759,+917919066362,Coimbatore,Tamil Nadu,Tier 2,2023-06-15 12:00:00,Churned
760,Reseller_0760,+918164506150,Ludhiana,Punjab,Tier 2,2023-06-16 00:00:00,Active
761,Reseller_0761,+918166605339,Mysore,Karnataka,Tier 3,2023-06-16 12:00:00,Inactive
762,Reseller_0762,+919520417815,Chennai,Tamil Nadu,Tier 1,2023-06-17 00:00:00,Active
763,Reseller_0763,+919876914972,Jaipur,Rajasthan,Tier 2,2023-06-17 12:00:00,Churned
764,Reseller_0764,+919739951076,Amritsar,Punjab,Tier 3,2023-06-18 00:00:00,Active
765,Reseller_0765,+918775115854,Lucknow,Uttar Pradesh,Tier 2,2023-06-18 12:00:00,Inactive
766,Reseller_0766,+917431837075,Coimbatore,Tamil Nadu,Tier 2,2023-06-19 00:00:00,Inactive
767,Reseller_0767,+917022254113,Varanasi,Uttar Pradesh,Tier 3,2023-06-19 12:00:00,Active
768,Reseller_0768,+918747654202,Varanasi,Uttar Pradesh,Tier 3,2023-06-20 00:00:00,Active
769,Reseller_0769,+919050625761,Jabalpur,Madhya Pradesh,Tier 3,2023-06-20 12:00:00,Active
770,Reseller_0770,+918379404786,Allahabad,Uttar Pradesh,Tier 3,2023-06-21 00:00:00,Active
771,Reseller_0771,+917384230848,Jaipur,Rajasthan,Tier 2,2023-06-21 12:00:00,Inactive
772,Reseller_0772,+919298461504,Amritsar,Punjab,Tier 3,2023-06-22 00:00:00,Active
773,Reseller_0773,+917751897503,Meerut,Uttar Pradesh,Tier 3,2023-06-22 12:00:00,Active
774,Reseller_0774,+917156078445,Indore,Madhya Pradesh,Tier 2,2023-06-23 00:00:00,Active
775,Reseller_0775,+919127657643,Gwalior,Madhya Pradesh,Tier 3,2023-06-23 12:00:00,Inactive
776,Reseller_0776,+918243251189,Visakhapatnam,Andhra Pradesh,Tier 2,2023-06-24 00:00:00,Active
777,Reseller_0777,+918281584789,Meerut,Uttar Pradesh,Tier 3,2023-06-24 12:00:00,Active
778,Reseller_0778,+918438994940,Lucknow,Uttar Pradesh,Tier 2,2023-06-25 00:00:00,Active
779,Reseller_0779,+919333457812,Kochi,Kerala,Tier 2,2023-06-25 12:00:00,Active
780,Reseller_0780,+919165576952,Indore,Madhya Pradesh,Tier 2,2023-06-26 00:00:00,Inactive
781,Reseller_0781,+917483814153,Bhopal,Madhya Pradesh,Tier 2,2023-06-26 12:00:00,Active
782,Reseller_0782,+918971022633,Visakhapatnam,Andhra Pradesh,Tier 2,2023-06-27 00:00:00,Active
783,Reseller_0783,+917799718923,Mysore,Karnataka,Tier 3,2023-06-27 12:00:00,Inactive
784,Reseller_0784,+918267119521,Bangalore,Karnataka,Tier 1,2023-06-28 00:00:00,Inactive
785,Reseller_0785,+917753744909,Bhopal,Madhya Pradesh,Tier 2,2023-06-28 12:00:00,Active
786,Reseller_0786,+918741567887,Raipur,Chhattisgarh,Tier 3,2023-06-29 00:00:00,Inactive
787,Reseller_0787,+918408434291,Vijayawada,Andhra Pradesh,Tier 3,2023-06-29 12:00:00,Churned
788,Reseller_0788,+917409675904,Kolkata,West Bengal,Tier 1,2023-06-30 00:00:00,Active
789,Reseller_0789,+919050649750,Indore,Madhya Pradesh,Tier 2,2023-06-30 12:00:00,Inactive
790,Reseller_0790,+917029335155,Bhopal,Madhya Pradesh,Tier 2,2023-07-01 00:00:00,Inactive
791,Reseller_0791,+918918714457,Bhopal,Madhya Pradesh,Tier 2,2023-07-01 12:00:00,Active
792,Reseller_0792,+918296847488,Ranchi,Jharkhand,Tier 3,2023-07-02 00:00:00,Active
793,Reseller_0793,+917049116110,Agra,Uttar Pradesh,Tier 2,2023-07-02 12:00:00,Active
794,Reseller_0794,+919975418439,Nagpur,Maharashtra,Tier 2,2023-07-03 00:00:00,Churned
795,Reseller_0795,+917507771858,Kochi,Kerala,Tier 2,2023-07-03 12:00:00,Churned
796,Reseller_0796,+918741251076,Indore,Madhya Pradesh,Tier 2,2023-07-04 00:00:00,Inactive
